{\rtf1\ansi\ansicpg1252\cocoartf1561\cocoasubrtf610,,,,,,,,,,,,,,,,,,
{\fonttbl\f0\fswiss\fcharset0 Helvetica;},,,,,,,,,,,,,,,,,,
{\colortbl;\red255\green255\blue255;},,,,,,,,,,,,,,,,,,
{\*\expandedcolortbl;;},,,,,,,,,,,,,,,,,,
\margl1440\margr1440\vieww10800\viewh8400\viewkind0,,,,,,,,,,,,,,,,,,
\pard\tx720\tx1440\tx2160\tx2880\tx3600\tx4320\tx5040\tx5760\tx6480\tx7200\tx7920\tx8640\pardirnatural\partightenfactor0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
\f0\fs24 \cf0 #id,title,formula,class,total_number,atom_type,tool,potential,bandgap[eV],dielectric_total,dielectric_electron,dielectric_ion,atomization_energy[eV/atom],total_energy[eV],cutoff_energy[eV],k-points,author,SMILES\,
715,C10H16O4Cd,C10H16O4Cd1,organometallic_polymer_crystal,31,4,VASP-5.X,PAW,3.5459,4.49063,2.93836,1.55227,-5.38576,,,,Huan Tran (huan.tran@uconn.edu),\,
714,C10H16O4Cd,C10H16O4Cd1,organometallic_polymer_crystal,31,4,VASP-5.X,PAW,3.5713,4.40431,2.93524,1.46907,-5.3858,,,,Huan Tran (huan.tran@uconn.edu),\,
713,C10H16O4Cd,C10H16O4Cd1,organometallic_polymer_crystal,31,4,VASP-5.X,PAW,3.7297,4.28941,2.91713,1.37228,-5.38541,,,,Huan Tran (huan.tran@uconn.edu),\,
712,C10H16O4Cd,C10H16O4Cd1,organometallic_polymer_crystal,31,4,VASP-5.X,PAW,3.6,4.21643,2.92712,1.28931,-5.38625,,,,Huan Tran (huan.tran@uconn.edu),\,
711,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,3.0369,5.16074,3.00691,2.15383,-5.3571,,,,Huan Tran (huan.tran@uconn.edu),\,
710,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,2.3463,6.08246,3.16076,2.9217,-5.35697,,,,Huan Tran (huan.tran@uconn.edu),\,
709,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,2.3319,6.87654,3.11935,3.75719,-5.36665,,,,Huan Tran (huan.tran@uconn.edu),\,
708,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,3.4387,4.92023,2.99044,1.92979,-5.40802,,,,Huan Tran (huan.tran@uconn.edu),\,
707,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,3.915,4.80847,2.96316,1.84531,-5.40514,,,,Huan Tran (huan.tran@uconn.edu),\,
706,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,3.7641,4.73607,2.987,1.74907,-5.41703,,,,Huan Tran (huan.tran@uconn.edu),\,
705,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,3.5909,5.21896,2.99525,2.22371,-5.41194,,,,Huan Tran (huan.tran@uconn.edu),\,
704,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,3.6485,5.64673,2.99965,2.64708,-5.41095,,,,Huan Tran (huan.tran@uconn.edu),\,
703,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,3.9675,4.92354,2.94267,1.98087,-5.41399,,,,Huan Tran (huan.tran@uconn.edu),\,
702,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,3.952,7.38042,2.97151,4.40892,-5.41629,,,,Huan Tran (huan.tran@uconn.edu),\,
701,C9H14O4Cd,C9H14O4Cd1,organometallic_polymer_crystal,28,4,VASP-5.X,PAW,3.7796,4.70115,2.98658,1.71457,-5.41721,,,,Huan Tran (huan.tran@uconn.edu),\,
700,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.6785,5.21585,2.99366,2.22218,-5.42391,,,,Huan Tran (huan.tran@uconn.edu),\,
699,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.8633,5.06728,2.94059,2.12669,-5.4472,,,,Huan Tran (huan.tran@uconn.edu),\,
698,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.826,4.5629,2.94673,1.61617,-5.43661,,,,Huan Tran (huan.tran@uconn.edu),\,
697,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.3699,6.1742,3.03706,3.13715,-5.43024,,,,Huan Tran (huan.tran@uconn.edu),\,
696,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.8652,6.3965,3.01451,3.382,-5.44691,,,,Huan Tran (huan.tran@uconn.edu),\,
695,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.7589,5.00477,3.00097,2.00381,-5.43886,,,,Huan Tran (huan.tran@uconn.edu),\,
694,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.4311,5.65369,2.94113,2.71256,-5.43767,,,,Huan Tran (huan.tran@uconn.edu),\,
693,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.7504,6.20731,3.01732,3.18999,-5.44261,,,,Huan Tran (huan.tran@uconn.edu),\,
692,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.5828,5.99981,2.98069,3.01911,-5.44195,,,,Huan Tran (huan.tran@uconn.edu),\,
691,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.7234,6.85564,3.02035,3.83528,-5.44251,,,,Huan Tran (huan.tran@uconn.edu),\,
690,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.6702,12.1246,3.0493,9.07531,-5.44703,,,,Huan Tran (huan.tran@uconn.edu),\,
689,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.878,5.07335,3.01249,2.06086,-5.44701,,,,Huan Tran (huan.tran@uconn.edu),\,
688,C8H12O4Cd,C8H12O4Cd1,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,3.915,5.26319,2.89903,2.36416,-5.45383,,,,Huan Tran (huan.tran@uconn.edu),\,
687,C7H10O4Cd,C7H10O4Cd1,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,2.0002,5.15563,3.19789,1.95774,-5.41933,,,,Huan Tran (huan.tran@uconn.edu),\,
686,C7H10O4Cd,C7H10O4Cd1,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,2.1982,6.06681,3.21685,2.84996,-5.4247,,,,Huan Tran (huan.tran@uconn.edu),\,
685,C7H10O4Cd,C7H10O4Cd1,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,3.1445,6.5287,3.03168,3.49702,-5.46967,,,,Huan Tran (huan.tran@uconn.edu),\,
684,C7H10O4Cd,C7H10O4Cd1,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,3.5093,5.58047,3.03901,2.54146,-5.47294,,,,Huan Tran (huan.tran@uconn.edu),\,
683,C7H10O4Cd,C7H10O4Cd1,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,3.8415,5.21226,3.01113,2.20113,-5.47924,,,,Huan Tran (huan.tran@uconn.edu),\,
682,C7H10O4Cd,C7H10O4Cd1,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,3.6191,5.40955,3.05456,2.35499,-5.48267,,,,Huan Tran (huan.tran@uconn.edu),\,
681,C7H10O4Cd,C7H10O4Cd1,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,3.9607,5.60466,3.00196,2.60269,-5.48436,,,,Huan Tran (huan.tran@uconn.edu),\,
680,C7H10O4Cd,C7H10O4Cd1,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,3.9736,6.14015,3.0189,3.12125,-5.48905,,,,Huan Tran (huan.tran@uconn.edu),\,
679,C7H10O4Cd,C7H10O4Cd1,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,3.774,5.10081,3.04317,2.05764,-5.48959,,,,Huan Tran (huan.tran@uconn.edu),\,
678,C7H10O4Cd,C7H10O4Cd1,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,3.7536,5.04899,3.04389,2.0051,-5.48949,,,,Huan Tran (huan.tran@uconn.edu),\,
677,C6H8O4Cd,C6H8O4Cd1,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,2.6307,5.35976,3.09212,2.26764,-5.37531,,,,Huan Tran (huan.tran@uconn.edu),\,
676,C6H8O4Cd,C6H8O4Cd1,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,2.2969,5.92539,3.16313,2.76226,-5.47813,,,,Huan Tran (huan.tran@uconn.edu),\,
675,C6H8O4Cd,C6H8O4Cd1,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,3.7219,6.31826,3.10175,3.21651,-5.52013,,,,Huan Tran (huan.tran@uconn.edu),\,
674,C6H8O4Cd,C6H8O4Cd1,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,3.7348,5.29986,3.06347,2.2364,-5.52977,,,,Huan Tran (huan.tran@uconn.edu),\,
673,C6H8O4Cd,C6H8O4Cd1,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,3.6052,5.96349,3.06694,2.89655,-5.53527,,,,Huan Tran (huan.tran@uconn.edu),\,
672,C6H8O4Cd,C6H8O4Cd1,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,3.7556,6.7131,3.06194,3.65116,-5.53752,,,,Huan Tran (huan.tran@uconn.edu),\,
671,C6H8O4Cd,C6H8O4Cd1,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,4.0317,6.09945,3.06866,3.03079,-5.53716,,,,Huan Tran (huan.tran@uconn.edu),\,
670,C6H8O4Cd,C6H8O4Cd1,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,3.8027,6.46675,3.09909,3.36766,-5.54334,,,,Huan Tran (huan.tran@uconn.edu),\,
669,C6H8O4Cd,C6H8O4Cd1,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,3.9712,5.42868,2.97855,2.45013,-5.55141,,,,Huan Tran (huan.tran@uconn.edu),\,
668,C6H8O4Cd,C6H8O4Cd1,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,3.9985,5.84405,3.01442,2.82963,-5.55175,,,,Huan Tran (huan.tran@uconn.edu),\,
667,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,1.7695,6.25087,3.4239,2.82698,-5.29377,,,,Huan Tran (huan.tran@uconn.edu),\,
666,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.1944,5.82607,3.13892,2.68714,-5.56625,,,,Huan Tran (huan.tran@uconn.edu),\,
665,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.171,6.20256,3.09915,3.10341,-5.58965,,,,Huan Tran (huan.tran@uconn.edu),\,
664,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.6647,5.72923,3.12259,2.60664,-5.59998,,,,Huan Tran (huan.tran@uconn.edu),\,
663,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.5699,6.73636,3.14116,3.5952,-5.59396,,,,Huan Tran (huan.tran@uconn.edu),\,
662,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.6802,6.42787,3.08541,3.34246,-5.60107,,,,Huan Tran (huan.tran@uconn.edu),\,
661,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.7375,6.47388,3.0711,3.40279,-5.60038,,,,Huan Tran (huan.tran@uconn.edu),\,
660,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.5039,6.47032,3.15955,3.31078,-5.60558,,,,Huan Tran (huan.tran@uconn.edu),\,
659,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.5856,6.62237,3.12705,3.49532,-5.60112,,,,Huan Tran (huan.tran@uconn.edu),\,
658,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.6834,5.9204,3.15377,2.76663,-5.60834,,,,Huan Tran (huan.tran@uconn.edu),\,
657,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.7017,6.87059,3.13586,3.73473,-5.60422,,,,Huan Tran (huan.tran@uconn.edu),\,
656,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.6733,6.04808,3.16011,2.88797,-5.60797,,,,Huan Tran (huan.tran@uconn.edu),\,
655,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.7706,5.81611,3.12844,2.68767,-5.61627,,,,Huan Tran (huan.tran@uconn.edu),\,
654,C5H6O4Cd,C5H6O4Cd1,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,3.9606,6.09818,3.0655,3.03268,-5.61908,,,,Huan Tran (huan.tran@uconn.edu),\,
653,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,2.0533,8.0075,3.44191,4.56559,-5.60434,,,,Huan Tran (huan.tran@uconn.edu),\,
652,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.7174,7.03402,3.15576,3.87826,-5.71764,,,,Huan Tran (huan.tran@uconn.edu),\,
651,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.4329,5.99908,3.20409,2.79499,-5.71261,,,,Huan Tran (huan.tran@uconn.edu),\,
650,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.7101,5.60629,3.073,2.53329,-5.69304,,,,Huan Tran (huan.tran@uconn.edu),\,
649,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.3893,11.6723,3.23379,8.43849,-5.70402,,,,Huan Tran (huan.tran@uconn.edu),\,
648,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.6357,5.90987,3.06211,2.84776,-5.70604,,,,Huan Tran (huan.tran@uconn.edu),\,
647,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.4456,9.45422,3.17377,6.28045,-5.70967,,,,Huan Tran (huan.tran@uconn.edu),\,
646,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.6588,6.60344,3.17522,3.42821,-5.7156,,,,Huan Tran (huan.tran@uconn.edu),\,
645,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.5579,6.31973,3.23967,3.08006,-5.70869,,,,Huan Tran (huan.tran@uconn.edu),\,
644,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.6415,6.44553,3.11184,3.33369,-5.72493,,,,Huan Tran (huan.tran@uconn.edu),\,
643,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.6224,7.22176,3.19962,4.02214,-5.72777,,,,Huan Tran (huan.tran@uconn.edu),\,
642,C4H4O4Cd,C4H4O4Cd1,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,3.9245,6.24886,3.12433,3.12453,-5.73942,,,,Huan Tran (huan.tran@uconn.edu),\,
641,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,2.2509,8.30343,3.65212,4.65131,-5.7976,,,,Huan Tran (huan.tran@uconn.edu),\,
640,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,2.4864,8.96309,3.81555,5.14754,-5.81139,,,,Huan Tran (huan.tran@uconn.edu),\,
639,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,3.0291,8.20202,3.29446,4.90756,-5.84598,,,,Huan Tran (huan.tran@uconn.edu),\,
638,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,3.0515,7.90884,3.43061,4.47823,-5.8475,,,,Huan Tran (huan.tran@uconn.edu),\,
637,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,3.2695,14.3829,3.30584,11.077,-5.86322,,,,Huan Tran (huan.tran@uconn.edu),\,
636,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,3.6723,7.92708,3.22052,4.70657,-5.87589,,,,Huan Tran (huan.tran@uconn.edu),\,
635,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,3.4604,7.2652,3.24264,4.02256,-5.87812,,,,Huan Tran (huan.tran@uconn.edu),\,
634,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,3.6418,6.91645,3.34624,3.57021,-5.88545,,,,Huan Tran (huan.tran@uconn.edu),\,
633,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,3.639,6.91911,3.34732,3.57179,-5.88521,,,,Huan Tran (huan.tran@uconn.edu),\,
632,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,3.6419,6.90043,3.34754,3.55288,-5.8851,,,,Huan Tran (huan.tran@uconn.edu),\,
631,C3H2O4Cd,C3H2O4Cd1,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,3.6402,6.9211,3.34842,3.57268,-5.88519,,,,Huan Tran (huan.tran@uconn.edu),\,
630,HfO4C8H12,Hf1O4C8H12,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,1.5089,5.73655,3.48812,2.24843,-5.77078,,,,Huan Tran (huan.tran@uconn.edu),\,
629,HfO4C8H12,Hf1O4C8H12,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,1.9421,5.12269,3.3873,1.73539,-5.76792,,,,Huan Tran (huan.tran@uconn.edu),\,
628,HfO4C7H10,Hf1O4C7H10,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,3.5452,5.69582,3.38687,2.30895,-5.78862,,,,Huan Tran (huan.tran@uconn.edu),\,
627,HfO4C6H8,Hf1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,1.7349,6.52702,3.69907,2.82795,-6.02109,,,,Huan Tran (huan.tran@uconn.edu),\,
626,HfO4C6H8,Hf1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,2.2693,6.94415,3.61295,3.3312,-6.01314,,,,Huan Tran (huan.tran@uconn.edu),\,
625,HfO4C6H8,Hf1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,2.0169,6.49765,3.62253,2.87513,-6.02385,,,,Huan Tran (huan.tran@uconn.edu),\,
624,HfO4C6H8,Hf1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,2.0147,6.46992,3.62507,2.84485,-6.0236,,,,Huan Tran (huan.tran@uconn.edu),\,
623,HfO4C6H8,Hf1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,0.8204,7.77679,4.20983,3.56695,-5.63635,,,,Huan Tran (huan.tran@uconn.edu),\,
622,HfO4C6H8,Hf1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,1.976,6.63321,3.6678,2.96541,-6.02295,,,,Huan Tran (huan.tran@uconn.edu),\,
621,HfO4C6H8,Hf1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,1.9968,6.65569,3.66229,2.9934,-6.02313,,,,Huan Tran (huan.tran@uconn.edu),\,
620,HfO4C6H8,Hf1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,2.0969,7.54955,3.54002,4.00953,-6.0035,,,,Huan Tran (huan.tran@uconn.edu),\,
619,HfO4C6H8,Hf1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,1.9637,6.51637,3.67318,2.84319,-6.02259,,,,Huan Tran (huan.tran@uconn.edu),\,
618,HfO4C5H6,Hf1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,1.9378,7.55983,3.81551,3.74431,-6.1505,,,,Huan Tran (huan.tran@uconn.edu),\,
617,HfO4C5H6,Hf1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,1.9412,10.5949,4.23397,6.36097,-6.14201,,,,Huan Tran (huan.tran@uconn.edu),\,
616,HfO4C5H6,Hf1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,1.128,8.10186,4.21625,3.88561,-5.98521,,,,Huan Tran (huan.tran@uconn.edu),\,
615,HfO4C5H6,Hf1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,1.1748,9.85819,4.44088,5.4173,-6.14422,,,,Huan Tran (huan.tran@uconn.edu),\,
614,HfO4C5H6,Hf1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,2.3802,8.95951,4.01838,4.94113,-6.14037,,,,Huan Tran (huan.tran@uconn.edu),\,
613,HfO4C5H6,Hf1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,2.3623,9.14826,4.01792,5.13034,-6.14034,,,,Huan Tran (huan.tran@uconn.edu),\,
612,HfO4C4H4,Hf1O4C4H4,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,1.8598,7.37486,3.97331,3.40155,-6.44617,,,,Huan Tran (huan.tran@uconn.edu),\,
611,HfO4C3H2,Hf1O4C3H2,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,2.3443,6.99625,4.03686,2.95939,-6.76431,,,,Huan Tran (huan.tran@uconn.edu),\,
610,ZrO4C8H12,Zr1O4C8H12,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,1.6227,5.92855,3.6217,2.30685,-5.7732,,,,Huan Tran (huan.tran@uconn.edu),\,
609,ZrO4C8H12,Zr1O4C8H12,organometallic_polymer_crystal,25,4,VASP-5.X,PAW,1.8164,5.29021,3.50893,1.78128,-5.77245,,,,Huan Tran (huan.tran@uconn.edu),\,
608,ZrO4C7H10,Zr1O4C7H10,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,3.2864,6.16937,3.48669,2.68269,-5.78419,,,,Huan Tran (huan.tran@uconn.edu),\,
607,ZrO4C7H10,Zr1O4C7H10,organometallic_polymer_crystal,22,4,VASP-5.X,PAW,2.0146,5.75416,3.6053,2.14886,-5.89907,,,,Huan Tran (huan.tran@uconn.edu),\,
606,ZrO4C6H8,Zr1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,1.8146,6.55573,3.84321,2.71252,-6.02314,,,,Huan Tran (huan.tran@uconn.edu),\,
605,ZrO4C6H8,Zr1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,0.9071,7.84237,4.40832,3.43406,-5.63361,,,,Huan Tran (huan.tran@uconn.edu),\,
604,ZrO4C6H8,Zr1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,1.8829,6.4188,3.81237,2.60643,-6.02388,,,,Huan Tran (huan.tran@uconn.edu),\,
603,ZrO4C6H8,Zr1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,1.8927,6.45072,3.81296,2.63776,-6.02387,,,,Huan Tran (huan.tran@uconn.edu),\,
602,ZrO4C6H8,Zr1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,1.8661,8.89809,3.6815,5.21659,-6.00331,,,,Huan Tran (huan.tran@uconn.edu),\,
601,ZrO4C6H8,Zr1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,1.8803,6.40498,3.81627,2.58872,-6.02387,,,,Huan Tran (huan.tran@uconn.edu),\,
600,ZrO4C6H8,Zr1O4C6H8,organometallic_polymer_crystal,19,4,VASP-5.X,PAW,1.881,6.42391,3.81602,2.60789,-6.02381,,,,Huan Tran (huan.tran@uconn.edu),\,
599,ZrO4C5H6,Zr1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,2.4843,9.69792,4.11158,5.58634,-6.10643,,,,Huan Tran (huan.tran@uconn.edu),\,
598,ZrO4C5H6,Zr1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,1.7887,10.9937,4.40739,6.58626,-6.14535,,,,Huan Tran (huan.tran@uconn.edu),\,
597,ZrO4C5H6,Zr1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,1.4852,9.13063,4.73848,4.39215,-5.96214,,,,Huan Tran (huan.tran@uconn.edu),\,
596,ZrO4C5H6,Zr1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,1.079,9.10264,4.43434,4.66829,-5.97961,,,,Huan Tran (huan.tran@uconn.edu),\,
595,ZrO4C5H6,Zr1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,1.1864,10.1122,4.49085,5.62136,-6.14467,,,,Huan Tran (huan.tran@uconn.edu),\,
594,ZrO4C5H6,Zr1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,2.2322,8.53371,4.15825,4.37546,-6.14359,,,,Huan Tran (huan.tran@uconn.edu),\,
593,ZrO4C5H6,Zr1O4C5H6,organometallic_polymer_crystal,16,4,VASP-5.X,PAW,0.6888,9.04255,5.87412,3.16843,-5.79233,,,,Huan Tran (huan.tran@uconn.edu),\,
592,ZrO4C4H4,Zr1O4C4H4,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,0.0324,12.6727,7.16106,5.51161,-6.01698,,,,Huan Tran (huan.tran@uconn.edu),\,
591,ZrO4C4H4,Zr1O4C4H4,organometallic_polymer_crystal,13,4,VASP-5.X,PAW,1.832,7.48096,4.14649,3.33447,-6.4475,,,,Huan Tran (huan.tran@uconn.edu),\,
590,ZrO4C3H2,Zr1O4C3H2,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,1.303,10.1448,4.33693,5.80783,-6.74734,,,,Huan Tran (huan.tran@uconn.edu),\,
589,ZrO4C3H2,Zr1O4C3H2,organometallic_polymer_crystal,10,4,VASP-5.X,PAW,1.9936,8.17207,4.43444,3.73763,-6.74953,,,,Huan Tran (huan.tran@uconn.edu),\,
588,Mg2O8C12H16,Mg2O8C12H16,organometallic_polymer_crystal,38,4,VASP-5.X,PAW,4.4217,4.63773,2.95809,1.67965,-5.74616,,,,Huan Tran (huan.tran@uconn.edu),\,
587,Mg2O8C10H12,Mg2O8C10H12,organometallic_polymer_crystal,32,4,VASP-5.X,PAW,1.9194,5.60476,3.30154,2.30322,-5.59942,,,,Huan Tran (huan.tran@uconn.edu),\,
586,Mg2O8C10H12,Mg2O8C10H12,organometallic_polymer_crystal,32,4,VASP-5.X,PAW,4.2109,5.14083,2.9985,2.14233,-5.83638,,,,Huan Tran (huan.tran@uconn.edu),\,
