14day,wavenumber,intensity,,28 day,wavenumber,intensity
,3118.03,0,,,3118.03,0
,3117.43,0,,,3117.43,0
,3116.82,0,,,3116.82,0
,3116.21,0,,,3116.21,0
,3115.61,0,,,3115.61,0
,3115,0,,,3115,0
,3114.39,0,,,3114.39,0
,3113.79,0,,,3113.79,0
,3113.18,0,,,3113.18,0
,3112.57,0,,,3112.57,0
,3111.97,0,,,3111.97,0
,3111.36,0,,,3111.36,0
,3110.75,0,,,3110.75,0
,3110.15,0,,,3110.15,0
,3109.54,0,,,3109.54,0
,3108.93,0,,,3108.93,0
,3108.32,0,,,3108.32,0
,3107.71,0,,,3107.71,0
,3107.11,0,,,3107.11,0
,3106.5,0,,,3106.5,0
,3105.89,0,,,3105.89,0
,3105.28,0,,,3105.28,0
,3104.67,0,,,3104.67,0
,3104.07,0,,,3104.07,0
,3103.46,0,,,3103.46,0
,3102.85,0,,,3102.85,0
,3102.24,0,,,3102.24,0
,3101.63,0,,,3101.63,0
,3101.02,0,,,3101.02,0
,3100.41,0,,,3100.41,0
,3099.81,0,,,3099.81,0
,3099.2,0,,,3099.2,0
,3098.59,0,,,3098.59,0
,3097.98,0,,,3097.98,0
,3097.37,0,,,3097.37,0
,3096.76,0,,,3096.76,0
,3096.15,0,,,3096.15,0
,3095.54,0,,,3095.54,0
,3094.93,0,,,3094.93,0
,3094.32,0,,,3094.32,0
,3093.71,0,,,3093.71,0
,3093.1,0,,,3093.1,0
,3092.49,0,,,3092.49,0
,3091.88,0,,,3091.88,0
,3091.27,0,,,3091.27,0
,3090.66,0,,,3090.66,0
,3090.05,0,,,3090.05,0
,3089.44,0,,,3089.44,0
,3088.83,0,,,3088.83,0
,3088.22,0,,,3088.22,0
,3087.61,0,,,3087.61,0
,3087,0,,,3087,0
,3086.39,0,,,3086.39,0
,3085.77,0,,,3085.77,0
,3085.16,0,,,3085.16,0
,3084.55,0,,,3084.55,0
,3083.94,0,,,3083.94,0
,3083.33,0,,,3083.33,0
,3082.72,0,,,3082.72,0
,3082.11,0,,,3082.11,0
,3081.49,0,,,3081.49,0
,3080.88,0,,,3080.88,0
,3080.27,0,,,3080.27,0
,3079.66,0,,,3079.66,0
,3079.05,0,,,3079.05,0
,3078.43,0,,,3078.43,0
,3077.82,0,,,3077.82,0
,3077.21,0,,,3077.21,0.000997446
,3076.6,0,,,3076.6,0
,3075.98,0,,,3075.98,0.000968916
,3075.37,0,,,3075.37,0.00093115
,3074.76,0,,,3074.76,0
,3074.15,0,,,3074.15,0.000939066
,3073.53,0,,,3073.53,0.001187209
,3072.92,0.00114802,,,3072.92,0.0013687
,3072.31,0.00118618,,,3072.31,0.001410305
,3071.69,0.00125525,,,3071.69,0.001455191
,3071.08,0.00115121,,,3071.08,0.00178282
,3070.47,0,,,3070.47,0.001816564
,3069.85,0,,,3069.85,0.0021854
,3069.24,0.00121505,,,3069.24,0.002197942
,3068.63,0.00124877,,,3068.63,0.002456207
,3068.01,0.00151302,,,3068.01,0.002723748
,3067.4,0.0017414,,,3067.4,0.002935958
,3066.79,0.00206425,,,3066.79,0.003227335
,3066.17,0.00236793,,,3066.17,0.003397239
,3065.56,0.00265171,,,3065.56,0.003657815
,3064.94,0.00299091,,,3064.94,0.004022146
,3064.33,0.00306413,,,3064.33,0.004343492
,3063.71,0.00347984,,,3063.71,0.004732823
,3063.1,0.00384232,,,3063.1,0.005011199
,3062.48,0.00428976,,,3062.48,0.005494217
,3061.87,0.00509548,,,3061.87,0.005973977
,3061.26,0.00548965,,,3061.26,0.006416157
,3060.64,0.00600647,,,3060.64,0.006886837
,3060.03,0.00635722,,,3060.03,0.007508287
,3059.41,0.00663713,,,3059.41,0.008128675
,3058.79,0.00699315,,,3058.79,0.00872109
,3058.18,0.00741127,,,3058.18,0.009411559
,3057.56,0.00813986,,,3057.56,0.009823988
,3056.95,0.00854436,,,3056.95,0.010269648
,3056.33,0.0091867,,,3056.33,0.010637921
,3055.72,0.0098325,,,3055.72,0.010858228
,3055.1,0.0101617,,,3055.1,0.010855729
,3054.49,0.01067991,,,3054.49,0.010937111
,3053.87,0.01088341,,,3053.87,0.011100605
,3053.25,0.01093578,,,3053.25,0.011200099
,3052.64,0.01064483,,,3052.64,0.011129044
,3052.02,0.01065703,,,3052.02,0.01074578
,3051.41,0.01051967,,,3051.41,0.01072297
,3050.79,0.00983411,,,3050.79,0.010562163
,3050.17,0.00928195,,,3050.17,0.010038856
,3049.56,0.00856372,,,3049.56,0.009348568
,3048.94,0.00806107,,,3048.94,0.008534878
,3048.32,0.00754432,,,3048.32,0.007794063
,3047.71,0.00698529,,,3047.71,0.007160918
,3047.09,0.00667823,,,3047.09,0.00656646
,3046.47,0.00611673,,,3046.47,0.006237527
,3045.85,0.00614167,,,3045.85,0.005956755
,3045.24,0.00604782,,,3045.24,0.006260831
,3044.62,0.00581475,,,3044.62,0.006265569
,3044,0.00565119,,,3044,0.006111873
,3043.38,0.00552167,,,3043.38,0.005998824
,3042.77,0.00549066,,,3042.77,0.005739679
,3042.15,0.00511619,,,3042.15,0.005475433
,3041.53,0.00499606,,,3041.53,0.005098292
,3040.91,0.00506057,,,3040.91,0.004712278
,3040.3,0.00485594,,,3040.3,0.004638309
,3039.68,0.00456744,,,3039.68,0.004353656
,3039.06,0.00416841,,,3039.06,0.004254793
,3038.44,0.00386552,,,3038.44,0.003856456
,3037.82,0.00345365,,,3037.82,0.003442555
,3037.2,0.00325934,,,3037.2,0.002989601
,3036.59,0.00299022,,,3036.59,0.002542674
,3035.97,0.00261862,,,3035.97,0.002177774
,3035.35,0.0025153,,,3035.35,0.001865176
,3034.73,0.00246888,,,3034.73,0.001735649
,3034.11,0.00224972,,,3034.11,0.001712393
,3033.49,0.00216893,,,3033.49,0.001522595
,3032.87,0.00194254,,,3032.87,0.001415297
,3032.25,0.00138948,,,3032.25,0.001288094
,3031.63,0,,,3031.63,0.001172601
,3031.01,0,,,3031.01,0.000938959
,3030.39,0,,,3030.39,0
,3029.77,0,,,3029.77,0
,3029.15,0,,,3029.15,0
,3028.54,0,,,3028.54,0
,3027.92,0,,,3027.92,0
,3027.3,0,,,3027.3,0
,3026.68,0,,,3026.68,0
,3026.05,0,,,3026.05,0
,3025.43,0,,,3025.43,0
,3024.81,0,,,3024.81,0
,3024.19,0,,,3024.19,0
,3023.57,0,,,3023.57,0
,3022.95,0,,,3022.95,0
,3022.33,0,,,3022.33,0
,3021.71,0,,,3021.71,0
,3021.09,0,,,3021.09,0
,3020.47,0,,,3020.47,0
,3019.85,0,,,3019.85,0
,3019.23,0,,,3019.23,0
,3018.61,0,,,3018.61,0
,3017.98,0,,,3017.98,0
,3017.36,0,,,3017.36,0
,3016.74,0,,,3016.74,0
,3016.12,0,,,3016.12,0
,3015.5,0,,,3015.5,0
,3014.88,0,,,3014.88,0
,3014.25,0,,,3014.25,0
,3013.63,0,,,3013.63,0
,3013.01,0,,,3013.01,0
,3012.39,0,,,3012.39,0
,3011.76,0,,,3011.76,0
,3011.14,0,,,3011.14,0
,3010.52,0,,,3010.52,0
,3009.9,0,,,3009.9,0
,3009.27,0,,,3009.27,0
,3008.65,0,,,3008.65,0
,3008.03,0,,,3008.03,0
,3007.4,0,,,3007.4,0
,3006.78,0,,,3006.78,0
,3006.16,0,,,3006.16,0
,3005.54,0,,,3005.54,0
,3004.91,0,,,3004.91,0
,3004.29,0,,,3004.29,0
,3003.66,0,,,3003.66,0
,3003.04,0,,,3003.04,0
,3002.42,0,,,3002.42,0
,3001.79,0,,,3001.79,0
,3001.17,0,,,3001.17,0
,3000.54,0,,,3000.54,0
,2999.92,0,,,2999.92,0
,2999.3,0,,,2999.3,0
,2998.67,0,,,2998.67,0
,2998.05,0,,,2998.05,0
,2997.42,0,,,2997.42,0
,2996.8,0,,,2996.8,0
,2996.17,0,,,2996.17,0
,2995.55,0,,,2995.55,0
,2994.92,0,,,2994.92,0
,2994.3,0,,,2994.3,0
,2993.67,0,,,2993.67,0
,2993.05,0,,,2993.05,0
,2992.42,0,,,2992.42,0
,2991.8,0,,,2991.8,0
,2991.17,0,,,2991.17,0
,2990.55,0,,,2990.55,0
,2989.92,0,,,2989.92,0
,2989.29,0,,,2989.29,0
,2988.67,0,,,2988.67,0
,2988.04,0,,,2988.04,0
,2987.42,0,,,2987.42,0
,2986.79,0,,,2986.79,0
,2986.16,0,,,2986.16,0
,2985.54,0,,,2985.54,0
,2984.91,0,,,2984.91,0
,2984.28,0,,,2984.28,0
,2983.66,0,,,2983.66,0
,2983.03,0,,,2983.03,0
,2982.4,0,,,2982.4,0
,2981.78,0,,,2981.78,0
,2981.15,0,,,2981.15,0
,2980.52,0,,,2980.52,0
,2979.9,0,,,2979.9,0
,2979.27,0,,,2979.27,0
,2978.64,0,,,2978.64,0
,2978.01,0,,,2978.01,0
,2977.39,0,,,2977.39,0
,2976.76,0,,,2976.76,0
,2976.13,0,,,2976.13,0
,2975.5,0,,,2975.5,0
,2974.87,0,,,2974.87,0
,2974.25,0,,,2974.25,0
,2973.62,0,,,2973.62,0
,2972.99,0,,,2972.99,0
,2972.36,0,,,2972.36,0
,2971.73,0,,,2971.73,0
,2971.1,0,,,2971.1,0
,2970.47,0,,,2970.47,0
,2969.85,0,,,2969.85,0
,2969.22,0,,,2969.22,0
,2968.59,0,,,2968.59,0
,2967.96,0,,,2967.96,0
,2967.33,0,,,2967.33,0
,2966.7,0,,,2966.7,0
,2966.07,0,,,2966.07,0
,2965.44,0,,,2965.44,0
,2964.81,0,,,2964.81,0
,2964.18,0,,,2964.18,0
,2963.55,0,,,2963.55,0
,2962.92,0,,,2962.92,0
,2962.29,0,,,2962.29,0
,2961.66,0,,,2961.66,0
,2961.03,0,,,2961.03,0
,2960.4,0,,,2960.4,0
,2959.77,0,,,2959.77,0
,2959.14,0,,,2959.14,0
,2958.51,0,,,2958.51,0
,2957.88,0,,,2957.88,0
,2957.25,0,,,2957.25,0
,2956.62,0,,,2956.62,0
,2955.99,0,,,2955.99,0
,2955.36,0,,,2955.36,0
,2954.73,0,,,2954.73,0
,2954.09,0,,,2954.09,0
,2953.46,0,,,2953.46,0
,2952.83,0,,,2952.83,0
,2952.2,0,,,2952.2,0
,2951.57,0,,,2951.57,0
,2950.94,0,,,2950.94,0
,2950.3,0,,,2950.3,0
,2949.67,0,,,2949.67,0
,2949.04,0,,,2949.04,0
,2948.41,0,,,2948.41,0
,2947.78,0,,,2947.78,0
,2947.14,0,,,2947.14,0
,2946.51,0,,,2946.51,0
,2945.88,0,,,2945.88,0
,2945.25,0,,,2945.25,0
,2944.61,0,,,2944.61,0
,2943.98,0,,,2943.98,0
,2943.35,0,,,2943.35,0
,2942.71,0,,,2942.71,0
,2942.08,0,,,2942.08,0
,2941.45,0,,,2941.45,0
,2940.82,0,,,2940.82,0
,2940.18,0,,,2940.18,0
,2939.55,0,,,2939.55,0
,2938.91,0,,,2938.91,0
,2938.28,0,,,2938.28,0
,2937.65,0,,,2937.65,0
,2937.01,0,,,2937.01,0
,2936.38,0,,,2936.38,0
,2935.75,0,,,2935.75,0
,2935.11,0,,,2935.11,0
,2934.48,0,,,2934.48,0
,2933.84,0,,,2933.84,0
,2933.21,0,,,2933.21,0
,2932.57,0,,,2932.57,0
,2931.94,0,,,2931.94,0
,2931.3,0,,,2931.3,0
,2930.67,0,,,2930.67,0
,2930.03,0,,,2930.03,0
,2929.4,0,,,2929.4,0
,2928.76,0,,,2928.76,0
,2928.13,0,,,2928.13,0
,2927.49,0,,,2927.49,0
,2926.86,0,,,2926.86,0
,2926.22,0,,,2926.22,0
,2925.59,0,,,2925.59,0
,2924.95,0,,,2924.95,0
,2924.32,0,,,2924.32,0
,2923.68,0,,,2923.68,0
,2923.04,0,,,2923.04,0
,2922.41,0,,,2922.41,0
,2921.77,0,,,2921.77,0
,2921.13,0,,,2921.13,0
,2920.5,0,,,2920.5,0
,2919.86,0,,,2919.86,0
,2919.23,0,,,2919.23,0
,2918.59,0,,,2918.59,0
,2917.95,0,,,2917.95,0
,2917.31,0,,,2917.31,0
,2916.68,0,,,2916.68,0
,2916.04,0,,,2916.04,0
,2915.4,0,,,2915.4,0
,2914.77,0,,,2914.77,0
,2914.13,0,,,2914.13,0
,2913.49,0,,,2913.49,0
,2912.85,0,,,2912.85,0
,2912.22,0,,,2912.22,0
,2911.58,0,,,2911.58,0
,2910.94,0,,,2910.94,0
,2910.3,0,,,2910.3,0
,2909.66,0,,,2909.66,0
,2909.03,0,,,2909.03,0
,2908.39,0,,,2908.39,0
,2907.75,0,,,2907.75,0
,2907.11,0,,,2907.11,0
,2906.47,0,,,2906.47,0
,2905.83,0,,,2905.83,0
,2905.19,0,,,2905.19,0
,2904.56,0,,,2904.56,0
,2903.92,0,,,2903.92,0
,2903.28,0,,,2903.28,0
,2902.64,0,,,2902.64,0
,2902,0,,,2902,0
,2901.36,0,,,2901.36,0
,2900.72,0,,,2900.72,0
,2900.08,0,,,2900.08,0
,2899.44,0,,,2899.44,0
,2898.8,0,,,2898.8,0
,2898.16,0,,,2898.16,0
,2897.52,0,,,2897.52,0
,2896.88,0,,,2896.88,0
,2896.24,0,,,2896.24,0
,2895.6,0,,,2895.6,0
,2894.96,0,,,2894.96,0
,2894.32,0,,,2894.32,0
,2893.68,0,,,2893.68,0
,2893.04,0,,,2893.04,0
,2892.4,0,,,2892.4,0
,2891.76,0,,,2891.76,0
,2891.12,0,,,2891.12,0
,2890.48,0,,,2890.48,0
,2889.83,0,,,2889.83,0
,2889.19,0,,,2889.19,0
,2888.55,0,,,2888.55,0
,2887.91,0,,,2887.91,0
,2887.27,0,,,2887.27,0
,2886.63,0,,,2886.63,0
,2885.98,0,,,2885.98,0
,2885.34,0,,,2885.34,0
,2884.7,0,,,2884.7,0
,2884.06,0,,,2884.06,0
,2883.42,0,,,2883.42,0
,2882.77,0,,,2882.77,0
,2882.13,0,,,2882.13,0
,2881.49,0,,,2881.49,0
,2880.85,0,,,2880.85,0
,2880.2,0,,,2880.2,0
,2879.56,0,,,2879.56,0
,2878.92,0,,,2878.92,0
,2878.28,0,,,2878.28,0
,2877.63,0,,,2877.63,0
,2876.99,0,,,2876.99,0
,2876.35,0,,,2876.35,0
,2875.7,0,,,2875.7,0
,2875.06,0,,,2875.06,0
,2874.42,0,,,2874.42,0
,2873.77,0,,,2873.77,0
,2873.13,0,,,2873.13,0
,2872.48,0,,,2872.48,0
,2871.84,0,,,2871.84,0
,2871.2,0,,,2871.2,0
,2870.55,0,,,2870.55,0
,2869.91,0,,,2869.91,0
,2869.26,0,,,2869.26,0
,2868.62,0,,,2868.62,0
,2867.98,0,,,2867.98,0
,2867.33,0,,,2867.33,0
,2866.69,0,,,2866.69,0
,2866.04,0,,,2866.04,0
,2865.4,0,,,2865.4,0
,2864.75,0,,,2864.75,0
,2864.11,0,,,2864.11,0
,2863.46,0,,,2863.46,0
,2862.82,0,,,2862.82,0
,2862.17,0,,,2862.17,0
,2861.52,0,,,2861.52,0
,2860.88,0,,,2860.88,0
,2860.23,0,,,2860.23,0
,2859.59,0,,,2859.59,0
,2858.94,0,,,2858.94,0
,2858.29,0,,,2858.29,0
,2857.65,0,,,2857.65,0
,2857,0,,,2857,0
,2856.36,0,,,2856.36,0
,2855.71,0,,,2855.71,0
,2855.06,0,,,2855.06,0
,2854.42,0,,,2854.42,0
,2853.77,0,,,2853.77,0
,2853.12,0,,,2853.12,0
,2852.48,0,,,2852.48,0
,2851.83,0,,,2851.83,0
,2851.18,0,,,2851.18,0
,2850.53,0,,,2850.53,0
,2849.89,0,,,2849.89,0
,2849.24,0,,,2849.24,0
,2848.59,0,,,2848.59,0
,2847.94,0,,,2847.94,0
,2847.3,0,,,2847.3,0
,2846.65,0,,,2846.65,0
,2846,0,,,2846,0
,2845.35,0,,,2845.35,0
,2844.7,0,,,2844.7,0
,2844.06,0,,,2844.06,0
,2843.41,0,,,2843.41,0
,2842.76,0,,,2842.76,0
,2842.11,0,,,2842.11,0
,2841.46,0,,,2841.46,0
,2840.81,0,,,2840.81,0
,2840.16,0,,,2840.16,0
,2839.52,0,,,2839.52,0
,2838.87,0,,,2838.87,0
,2838.22,0,,,2838.22,0
,2837.57,0,,,2837.57,0
,2836.92,0,,,2836.92,0
,2836.27,0,,,2836.27,0
,2835.62,0,,,2835.62,0
,2834.97,0,,,2834.97,0
,2834.32,0,,,2834.32,0
,2833.67,0,,,2833.67,0
,2833.02,0,,,2833.02,0
,2832.37,0,,,2832.37,0
,2831.72,0,,,2831.72,0
,2831.07,0,,,2831.07,0
,2830.42,0,,,2830.42,0
,2829.77,0,,,2829.77,0
,2829.12,0,,,2829.12,0
,2828.47,0,,,2828.47,0
,2827.82,0,,,2827.82,0
,2827.17,0,,,2827.17,0
,2826.51,0,,,2826.51,0
,2825.86,0,,,2825.86,0
,2825.21,0,,,2825.21,0
,2824.56,0,,,2824.56,0
,2823.91,0,,,2823.91,0
,2823.26,0,,,2823.26,0
,2822.61,0,,,2822.61,0
,2821.96,0,,,2821.96,0
,2821.3,0,,,2821.3,0
,2820.65,0,,,2820.65,0
,2820,0,,,2820,0
,2819.35,0,,,2819.35,0
,2818.7,0,,,2818.7,0
,2818.04,0,,,2818.04,0
,2817.39,0,,,2817.39,0
,2816.74,0,,,2816.74,0
,2816.09,0,,,2816.09,0
,2815.43,0,,,2815.43,0
,2814.78,0,,,2814.78,0
,2814.13,0,,,2814.13,0
,2813.47,0,,,2813.47,0
,2812.82,0,,,2812.82,0
,2812.17,0,,,2812.17,0
,2811.51,0,,,2811.51,0
,2810.86,0,,,2810.86,0
,2810.21,0,,,2810.21,0
,2809.55,0,,,2809.55,0
,2808.9,0,,,2808.9,0
,2808.25,0,,,2808.25,0
,2807.59,0,,,2807.59,0
,2806.94,0,,,2806.94,0
,2806.28,0,,,2806.28,0
,2805.63,0,,,2805.63,0
,2804.98,0,,,2804.98,0
,2804.32,0,,,2804.32,0
,2803.67,0,,,2803.67,0
,2803.01,0,,,2803.01,0
,2802.36,0,,,2802.36,0
,2801.7,0,,,2801.7,0
,2801.05,0,,,2801.05,0
,2800.39,0,,,2800.39,0
,2799.74,0,,,2799.74,0
,2799.08,0,,,2799.08,0
,2798.43,0,,,2798.43,0
,2797.77,0,,,2797.77,0
,2797.12,0,,,2797.12,0
,2796.46,0,,,2796.46,0
,2795.8,0,,,2795.8,0
,2795.15,0,,,2795.15,0
,2794.49,0,,,2794.49,0
,2793.84,0,,,2793.84,0
,2793.18,0,,,2793.18,0
,2792.52,0,,,2792.52,0
,2791.87,0,,,2791.87,0
,2791.21,0,,,2791.21,0
,2790.55,0,,,2790.55,0
,2789.9,0,,,2789.9,0
,2789.24,0,,,2789.24,0
,2788.58,0,,,2788.58,0
,2787.93,0,,,2787.93,0
,2787.27,0,,,2787.27,0
,2786.61,0,,,2786.61,0
,2785.95,0,,,2785.95,0
,2785.3,0,,,2785.3,0
,2784.64,0,,,2784.64,0
,2783.98,0,,,2783.98,0
,2783.32,0,,,2783.32,0
,2782.67,0,,,2782.67,0.000942479
,2782.01,0,,,2782.01,0.0010433
,2781.35,0,,,2781.35,0
,2780.69,0,,,2780.69,0
,2780.03,0,,,2780.03,0
,2779.38,0,,,2779.38,0
,2778.72,0,,,2778.72,0
,2778.06,0,,,2778.06,0
,2777.4,0,,,2777.4,0
,2776.74,0,,,2776.74,0
,2776.08,0,,,2776.08,0
,2775.42,0,,,2775.42,0
,2774.76,0,,,2774.76,0
,2774.11,0.00126828,,,2774.11,0
,2773.45,0,,,2773.45,0
,2772.79,0,,,2772.79,0
,2772.13,0,,,2772.13,0
,2771.47,0,,,2771.47,0
,2770.81,0,,,2770.81,0
,2770.15,0,,,2770.15,0
,2769.49,0,,,2769.49,0
,2768.83,0,,,2768.83,0
,2768.17,0,,,2768.17,0
,2767.51,0,,,2767.51,0
,2766.85,0,,,2766.85,0
,2766.19,0,,,2766.19,0
,2765.53,0,,,2765.53,0
,2764.87,0,,,2764.87,0
,2764.21,0,,,2764.21,0
,2763.55,0,,,2763.55,0
,2762.88,0,,,2762.88,0
,2762.22,0,,,2762.22,0
,2761.56,0,,,2761.56,0
,2760.9,0,,,2760.9,0
,2760.24,0,,,2760.24,0
,2759.58,0,,,2759.58,0
,2758.92,0,,,2758.92,0
,2758.26,0,,,2758.26,0
,2757.59,0,,,2757.59,0
,2756.93,0,,,2756.93,0
,2756.27,0,,,2756.27,0
,2755.61,0,,,2755.61,0
,2754.95,0.001233,,,2754.95,0
,2754.28,0.00128894,,,2754.28,0
,2753.62,0.00123373,,,2753.62,0
,2752.96,0,,,2752.96,0
,2752.3,0,,,2752.3,0
,2751.63,0,,,2751.63,0
,2750.97,0,,,2750.97,0
,2750.31,0,,,2750.31,0
,2749.64,0,,,2749.64,0
,2748.98,0,,,2748.98,0
,2748.32,0,,,2748.32,0
,2747.65,0,,,2747.65,0
,2746.99,0,,,2746.99,0
,2746.33,0,,,2746.33,0
,2745.66,0,,,2745.66,0
,2745,0,,,2745,0
,2744.34,0,,,2744.34,0
,2743.67,0,,,2743.67,0
,2743.01,0.00114631,,,2743.01,0
,2742.34,0.00113302,,,2742.34,0
,2741.68,0.00120666,,,2741.68,0
,2741.02,0.00132475,,,2741.02,0
,2740.35,0.0015636,,,2740.35,0
,2739.69,0.00156709,,,2739.69,0
,2739.02,0.00153052,,,2739.02,0
,2738.36,0.00134352,,,2738.36,0
,2737.69,0.00134336,,,2737.69,0
,2737.03,0.00116416,,,2737.03,0
,2736.36,0,,,2736.36,0
,2735.7,0,,,2735.7,0
,2735.03,0,,,2735.03,0
,2734.37,0,,,2734.37,0
,2733.7,0,,,2733.7,0
,2733.04,0,,,2733.04,0
,2732.37,0,,,2732.37,0
,2731.7,0,,,2731.7,0
,2731.04,0,,,2731.04,0
,2730.37,0,,,2730.37,0
,2729.71,0,,,2729.71,0
,2729.04,0,,,2729.04,0
,2728.37,0,,,2728.37,0
,2727.71,0,,,2727.71,0
,2727.04,0,,,2727.04,0
,2726.37,0,,,2726.37,0
,2725.71,0,,,2725.71,0
,2725.04,0,,,2725.04,0
,2724.37,0,,,2724.37,0
,2723.71,0,,,2723.71,0
,2723.04,0,,,2723.04,0
,2722.37,0,,,2722.37,0
,2721.71,0,,,2721.71,0
,2721.04,0,,,2721.04,0
,2720.37,0,,,2720.37,0
,2719.7,0,,,2719.7,0
,2719.03,0,,,2719.03,0
,2718.37,0,,,2718.37,0
,2717.7,0,,,2717.7,0
,2717.03,0,,,2717.03,0
,2716.36,0,,,2716.36,0
,2715.69,0,,,2715.69,0
,2715.03,0,,,2715.03,0
,2714.36,0,,,2714.36,0
,2713.69,0,,,2713.69,0
,2713.02,0,,,2713.02,0
,2712.35,0,,,2712.35,0
,2711.68,0,,,2711.68,0
,2711.01,0,,,2711.01,0
,2710.34,0.00125642,,,2710.34,0
,2709.67,0.00135598,,,2709.67,0
,2709.01,0.00118059,,,2709.01,0
,2708.34,0,,,2708.34,0
,2707.67,0,,,2707.67,0
,2707,0,,,2707,0
,2706.33,0,,,2706.33,0
,2705.66,0,,,2705.66,0
,2704.99,0,,,2704.99,0
,2704.32,0,,,2704.32,0
,2703.65,0,,,2703.65,0
,2702.98,0,,,2702.98,0
,2702.31,0,,,2702.31,0
,2701.64,0,,,2701.64,0
,2700.96,0,,,2700.96,0
,2700.29,0,,,2700.29,0
,2699.62,0,,,2699.62,0
,2698.95,0,,,2698.95,0
,2698.28,0,,,2698.28,0
,2697.61,0,,,2697.61,0
,2696.94,0,,,2696.94,0
,2696.27,0,,,2696.27,0
,2695.6,0,,,2695.6,0
,2694.92,0,,,2694.92,0
,2694.25,0,,,2694.25,0.000928704
,2693.58,0,,,2693.58,0.000971408
,2692.91,0.00117836,,,2692.91,0.000922074
,2692.24,0.00134367,,,2692.24,0
,2691.57,0.00136809,,,2691.57,0
,2690.89,0.00144668,,,2690.89,0
,2690.22,0.00133845,,,2690.22,0
,2689.55,0,,,2689.55,0
,2688.88,0,,,2688.88,0
,2688.2,0,,,2688.2,0
,2687.53,0,,,2687.53,0
,2686.86,0,,,2686.86,0
,2686.18,0,,,2686.18,0
,2685.51,0,,,2685.51,0
,2684.84,0,,,2684.84,0
,2684.17,0,,,2684.17,0
,2683.49,0,,,2683.49,0
,2682.82,0,,,2682.82,0
,2682.14,0.00134874,,,2682.14,0
,2681.47,0.00116565,,,2681.47,0
,2680.8,0,,,2680.8,0
,2680.12,0,,,2680.12,0
,2679.45,0,,,2679.45,0
,2678.78,0,,,2678.78,0
,2678.1,0,,,2678.1,0
,2677.43,0,,,2677.43,0
,2676.75,0.00126076,,,2676.75,0
,2676.08,0.00142203,,,2676.08,0
,2675.4,0.0013866,,,2675.4,0
,2674.73,0,,,2674.73,0
,2674.05,0,,,2674.05,0
,2673.38,0,,,2673.38,0
,2672.7,0,,,2672.7,0
,2672.03,0,,,2672.03,0
,2671.35,0,,,2671.35,0
,2670.68,0,,,2670.68,0
,2670,0,,,2670,0
,2669.33,0,,,2669.33,0
,2668.65,0,,,2668.65,0
,2667.98,0,,,2667.98,0
,2667.3,0,,,2667.3,0
,2666.62,0,,,2666.62,0
,2665.95,0,,,2665.95,0
,2665.27,0,,,2665.27,0
,2664.59,0,,,2664.59,0
,2663.92,0,,,2663.92,0
,2663.24,0,,,2663.24,0
,2662.56,0.00123418,,,2662.56,0.001136557
,2661.89,0,,,2661.89,0.001125654
,2661.21,0,,,2661.21,0.001316011
,2660.53,0,,,2660.53,0.001140592
,2659.86,0,,,2659.86,0.000934519
,2659.18,0,,,2659.18,0
,2658.5,0,,,2658.5,0
,2657.83,0,,,2657.83,0
,2657.15,0,,,2657.15,0.00105973
,2656.47,0,,,2656.47,0.001013926
,2655.79,0.00142229,,,2655.79,0.000977083
,2655.11,0.00157926,,,2655.11,0
,2654.44,0.00172294,,,2654.44,0
,2653.76,0.00188463,,,2653.76,0
,2653.08,0.00155582,,,2653.08,0
,2652.4,0.00175858,,,2652.4,0
,2651.72,0.00173966,,,2651.72,0.000943743
,2651.05,0.00151048,,,2651.05,0.001098923
,2650.37,0.00145691,,,2650.37,0.001408279
,2649.69,0.00128765,,,2649.69,0.001444153
,2649.01,0.00123766,,,2649.01,0.001395913
,2648.33,0.00129812,,,2648.33,0.001420703
,2647.65,0.0011922,,,2647.65,0.001356616
,2646.97,0.00124786,,,2646.97,0.001403456
,2646.29,0.00135424,,,2646.29,0.001432747
,2645.61,0.00212418,,,2645.61,0.001218406
,2644.93,0.00238611,,,2644.93,0.001114746
,2644.25,0.00241759,,,2644.25,0.000972763
,2643.57,0.00249454,,,2643.57,0.00114836
,2642.9,0.00221763,,,2642.9,0.001120024
,2642.22,0.0016466,,,2642.22,0.001023785
,2641.54,0.00160901,,,2641.54,0.000975703
,2640.86,0.00153136,,,2640.86,0.000933456
,2640.18,0.00127734,,,2640.18,0.000931881
,2639.49,0.00115055,,,2639.49,0.00092196
,2638.81,0,,,2638.81,0
,2638.13,0,,,2638.13,0.001026407
,2637.45,0,,,2637.45,0.001068539
,2636.77,0,,,2636.77,0.001184342
,2636.09,0,,,2636.09,0.001210182
,2635.41,0,,,2635.41,0.001095923
,2634.73,0,,,2634.73,0.001037542
,2634.05,0.00117546,,,2634.05,0
,2633.37,0.00113206,,,2633.37,0
,2632.69,0.00135835,,,2632.69,0
,2632,0.00127917,,,2632,0
,2631.32,0.00126612,,,2631.32,0
,2630.64,0.00158486,,,2630.64,0
,2629.96,0.00157408,,,2629.96,0
,2629.28,0.00134567,,,2629.28,0
,2628.6,0.00136356,,,2628.6,0
,2627.91,0,,,2627.91,0
,2627.23,0.00128339,,,2627.23,0
,2626.55,0.00119967,,,2626.55,0
,2625.87,0.00128933,,,2625.87,0
,2625.18,0.00129502,,,2625.18,0
