polymer,synonyms,mol.weight,mp
Poly(hexamethylene tetradecanediamide),,338.54,209.0
"Poly(hexamethylene 2,5-tetrahydrofurandipropionamide)",,296.41,182.0
Poly[hexamethylene (tetramethylenedioxy)-dipropionamide],,314.43,110.0
Poly[hexamethylene (tetramethylenedisulfonyl)-dicaproamide],,494.7,241.0
"Poly(hexamethylene N,N'-tetramethylenediterephthalamate)",,466.53,290.0
Poly[hexamethylene (tetramethylenedithio)-diethylene-diurethane],,378.55,120.0
Poly(hexamethylene tetramethylenediurea),,256.35,283.0
"Poly[hexamethylene 2,4,8,10-tetraoxa-3,9-spiro(5.5)hendecane-dicaprylamide]",,524.74,186.0
"Poly(hexamethylene Si-tetramethyl-tetraphenyl-4,4'-tetrasiloxanylenedibenzamide)",,847.28,140.0
Poly(hexamethylene thiodibutyramide),,286.43,200.0
Poly(hexamethylene thiodienanthamide),,370.6,170.0
Poly(hexamethylene thiodipropionamide),,258.38,216.0
Poly(hexamethylene thiodipropionamide),,258.38,219.0
Poly(hexamethylene thiodivaleramide),,314.49,180.0
Poly(hexamethylene thiodivaleramide),,314.49,185.0
Poly(hexamethylene thiodivalerate),,316.46,46.0
"Poly[hexamethylenethio-4,4'-(methylenediphenylene)-diethylene sulfide]",,370.61,88.0
Poly(hexamethylenethiopentamethylene sulfide),,218.42,65.0
"Poly(hexamethylene 2,5-thiophenediacetamide)",,280.39,230.0
"Poly(hexamethylene 2,5-thiophenedicarboxamide)",,252.33,315.0
"Poly(hexamethylene 2,5-thiophenedipropionamide)",,308.44,232.0
"Poly(hexamethylene 2,5-thiophenedipropionamide)",,308.44,210.0
Poly(hexamethylenethiotetramethylene sulfide),,204.39,67.0
Poly(hexamethylenethiotetramethylene sulfide),,204.39,75.0
Poly(hexamethylenethioundecamethylene sulfide),,302.59,78.0
Poly(hexamethylene thiourea),,158.26,160.0
"Poly(1-amino-2,5-hexamethylene-1,3,4-triazole) (triazole)",,166.23,275.0
"Poly[hexamethylene 4,4'-(trimethylenediphenylene)-dioxy-diacetamide]",,424.54,80.0
Poly[hexamethylene(trimethylenedisulfonyl)-diimino-dicaproamide],,446.59,185.0
"Poly(hexamethylene N,N'-trimethylenediterephthalamate)",,452.51,256.0
Poly(hexamethylene trimethylenediurea),,242.32,266.0
Poly(hexamethylene 6-hydroxy-undecanediamide) (diacid),,312.45,165.0
"Poly(methyl-hexamethylene 4,4'-vinylenedibenzamide) (diacid)",,362.47,160.0
"Poly[hexamethylene 4,4'-(p-xylylenedisulfonyl)-dibutyrate]",,488.61,196.0
"Poly[hexamethylene N,N'-p-xylylenediterephthalamate)",,514.58,285.0
Poly(hexamethylene p-xylylenediurea),,304.39,306.0
Poly(hexamethylene p-xylylenediurethane),,306.36,209.0
"Poly(1,3,5-hexatriene), 1,6-",,80.13,250.0
Poly(hexenamer),,82.15,61.0
"Poly(4,4-dimethyl-1-hexene)",,112.22,350.0
Poly(4-ethyl-1-hexene),,112.22,234.0
Poly(3-methyl-1-hexene),,98.19,285.0
"Poly[4,4'-(2,2-hexylidene)-diphenylene carbonate]",,296.36,200.0
Poly(hydrazo adipamide),,142.16,320.0
Poly(hydrazo azelamide),,184.24,237.0
Poly(hydrazo docosanediamide),,366.59,210.0
Poly(hydrazo dodecanediamide),,226.32,242.0
Poly(hydrazo glutaramide),,128.13,140.0
Poly(hydrazo pimelamide),,156.18,260.0
Poly(hydrazo sebacamide),,198.27,260.0
Poly(hydrazo suberamide),,170.21,275.0
Poly(hydrazo succinamide),,114.1,360.0
Poly(hydrazo thiodivaleramide),,230.33,180.0
Poly(diethyl-2-hydroxyacetic acid) [diethylglycolic acid],,114.14,200.0
Poly(dimethyl-2-hydroxyacetic acid) [dimethylglycolic acid],,86.09,190.0
Poly(isopropyl-2-hydroxyacetic acid) [isopropylglycolic acid],,100.12,205.0
Poly(m-hydroxybenzoic acid),,120.11,176.0
"Poly(3,5-di-tert-butyl-p-hydroxybenzoic acid)",,232.32,480.0
Poly(4-methyl-7-hydroxyenanthic acid) (R+),,142.2,36.0
"Poly[5-hydroxymethylene-5-methyl-2-(1,3-dioxane)-caprylic acid]",,256.34,81.0
Poly(5-hydroxy-3-oxavaleric acid),,102.09,89.0
Poly[(p-hydroxyphenylene)-acetic acid],,134.13,280.0
Poly[trans-3-(p-hydroxyphenylene)-propenoic acid],,146.14,313.0
"Poly(2,2-bischloromethyl-3-hydroxypropionic acid)","Poly(2,2-bischloromethyl-propiolactone)",169.01,302.0
"Poly(2,2-dibutyl-3-hydroxypropionic acid)","Poly(2,2-dibutyl-propiolactone)",184.28,245.0
"Poly(1,1-dichloro-3-ethyl-3-hydroxypropionic acid)","Poly(1,1-dichloro-3-ethyl-propiolactone) Poly(1,1-dichloro-3-hydroxyvaleric acid)",169.01,235.0
"Poly[cis-4-hydroxytetramethylene-2-(1,3-dioxolane)-caprylic acid]",,270.37,23.0
"Poly[trans-4-hydroxytetramethylene-2-(1,3-dioxolane)-caprylic acid]",,270.37,23.0
Poly(5-hydroxyvaleric acid),,100.12,55.0
Poly(5-hydroxyvaleric acid),,100.12,53.0
"Poly(2,3,4-trimethoxy-5-hydroxyvaleric acid)",,190.2,138.0
"Poly(N-ethyl-2-imino-1,3-dithiapentamethylene)",,147.25,68.0
"Poly(N-methyl-2-imino-1,3-dithiapentamethylene)",,133.23,89.0
"Poly(N-phenyl-2-imino-1,3-dithiapentamethylene)",,195.3,128.0
"Poly(N-phenyl-4-methyl-2-imino-1,3-dithiapentamethylene)",,209.32,89.0
Poly(isobutylene sulfide),,88.17,187.0
"Poly(4,4'-isobutylidenediphenylene carbonate)",,268.31,180.0
Poly(isophthalaldehyde),,134.13,80.0
Poly(isophthalic anhydride),,148.12,259.0
"Poly[isophthalic 2,2'-(isophthaloyldiamino)-dibenzoic anhydride]",,534.48,259.0
"Poly[isophthalic (4,4'-isopropylidenediphenylenedioxy)-diacetic anhydride]",,474.46,65.0
"Poly[isophthalic 3,3'-dimethoxy-4,4'-(methylenedioxy)-dibenzoic anhydride]",,478.41,228.0
Poly[isophthalic (p-phenylenedioxy)-diacetic anhydride],,356.29,297.0
"Poly[isophthalic 2,2'-(terephthaloyldiamino)-dibenzoic anhydride]",,534.48,291.0
"Poly[isophthalic 4,4'-(tetramethylenedioxy)-dibenzoic anhydride]",,460.44,100.0
"Poly[isophthalic 4,4'-(trimethylenedioxy)-dibenzoic anhydride]",,446.41,165.0
"Poly[isophthalic 3,3'-dimethoxy-4,4'-(trimethylenedioxy)-dibenzoic anhydride]",,506.46,216.0
Poly[isophthaloyl (m-carboxyphenoxyacetyl)-dihydrazide],,354.32,125.0
Poly[isophthaloyl (m-carboxyphenoxybutyryl)-dihydrazide],,382.38,265.0
Poly[isophthaloyl (m-carboxyphenoxycapryl)-dihydrazide],,410.43,249.0
Poly[isophthaloyl (m-carboxyphenoxypropionyl)-dihydrazide],,368.35,238.0
"Poly[2,2'-(isophthaloyldiamino)-dibenzoic terephthalic anhydride]",,534.48,264.0
Poly(isophthaloyl dithionisophthaloyldihydrazide),,356.42,324.0
"Poly(4,4'-isopropylidenedibenzoic anhydride)",,266.3,235.0
"Poly(4,4'-isopropylidenedibenzoic anhydride)",,266.3,240.0
"Poly[isopropylidenedimethylene, 4,4'-(methylenediphenylene)-diurethane]",,354.41,190.0
"Poly[2,5-dimethyl-isopropylidenedimethylene (1,4-piperazinedithio)-dicarboxylate]",,334.45,135.0
"Poly(3,3'-dichloro-4,4'-isopropylidenediphenylene carbonate)",,323.18,210.0
"Poly(3,3'-dichloro-4,4'-isopropylidenediphenylene carbonate)",,323.18,230.0
"Poly(3,3'-diisopropyl-4,4'-isopropylidenediphenylene carbonate)",,338.45,110.0
"Poly(3,3'-dimethyl-4,4'-isopropylidenediphenylene carbonate)",,282.34,170.0
"Poly(3,3',5,5'-tetrabromo-4,4'-isopropylidenediphenylene carbonate)",,569.87,260.0
"Poly(3,3',5,5'-tetrabromo-4,4'-isopropylidenediphenylene carbonate)",,569.87,267.0
"Poly(3,3',5,5'-tetrachloro-4,4'-isopropylidenediphenylene carbonate)",,392.06,260.0
"Poly(3,3',5,5'-tetrachloro-4,4'-isopropylidenediphenylene carbonate)",,392.06,275.0
"Poly(cis-4,4'-isopropylidenediphenylene cyclopropylene-dicarboxylate)",,322.36,130.0
"Poly(trans-4,4'-isopropylidenediphenylene cyclopropylene-dicarboxylate)",,322.36,180.0
"Poly(trans-1-methyl-4,4'-isopropylidenediphenylene cyclopropylene-dicarboxylate) (diacid)",,336.39,90.0
"Poly(trans-3-methyl-4,4'-isopropylidenediphenylene cyclopropylene-dicarboxylate) (diacid)",,336.39,130.0
"Poly[(4,4'-isopropylidenediphenylenedioxy)-diacetic anhydride]",,326.35,202.0
"Poly[(4,4'-isoproylidenediphenylenedioxy)-diacetic p-phenylenedioxydiacetic anhydride]",,502.52,230.0
"Poly[(4,4'-isopropylidenediphenylenedioxy)-diacetic 4-pyridinedicarboxylic anhydride]",,475.45,120.0
"Poly[(4,4'-isopropylidenediphenylenedioxy)-diacetic terephthalic anhydride]",,474.47,270.0
"Poly(4,4'-isopropylidenediphenylene dithioladipate)",,370.53,198.0
"Poly(4,4'-isopropylidenediphenylene dithiol-1,3-cyclohexylenedicarboxylate)",,396.57,220.0
"Poly(4,4'-isopropylidenediphenylene dithionisophthalate)",,390.52,152.0
"Poly(4,4'-isopropylidenediphenylene hexamethylenediurethane)",,396.49,130.0
"Poly(4,4'-isopropylidenediphenylene isophthalamide)",,356.42,424.0
"Poly(4,4'-isopropylidenediphenylene malonate)",,296.32,96.0
"Poly(4,4'-isopropylidenediphenylene 4,4'-(methylenediphenylene)-diurethane)",,478.55,193.0
"Poly(4,4'-isopropylidenediphenylene 1,4-piperazinedipropionate)",,422.52,145.0
Poly(isopropylidene sulfide),,74.14,125.0
Poly(isopropylidene sulfide),,74.14,124.0
"Poly(N,N'-lysyl nonamethylenediurea) methyl ester",,370.49,185.0
"Poly(N,N'-lysyl pentamethylenediurea) methyl ester",,314.38,175.0
"Poly(N,N'-lysyl propylenediurea) methyl ester racemic",,286.33,175.0
"Poly(N,N'-lysyl tetramethylenediurea) methyl ester",,300.36,185.0
"Poly(N,N'-lysyl trimethylenediurea) methyl ester",,286.33,205.0
"Poly(N,N'-lysylurea) methyl ester",,186.21,175.0
Poly(2-mercaptoacetic acid),,74.1,169.0
Poly(2-methyl-2-mercaptoacetic acid),,88.13,152.0
Poly(4-methyl-6-mercaptocaproic acid),,144.24,62.0
Poly(3-mercaptopropionic acid),,88.13,145.0
Poly(2-phthalimido-3-mercaptopropionic acid),,233.24,260.0
Poly(2-(p-toluenesulfonamido)-3-mercaptopropionic acid),,257.33,250.0
Poly(methacrylic acid) tert-butyl ester,isotactic,142.12,104.0
Poly(methacrylic acid) tert-butyl ester,syndiotactic,142.12,165.0
Poly(methacrylic acid) hexadecyl ester,,310.52,22.0
Poly(diphenylmethylene),,166.22,220.0
Poly(di-p-toluylmethylene),,194.28,180.0
"Poly(4,4'-methylenedibenzoic anhydride)",,238.24,332.0
"Poly[4,4'-(methylenedioxy)-dibenzoic anhydride]",,270.24,220.0
"Poly[3,3'-dimethoxy-4,4'-(methylenedioxy)-dibenzoic terephthalic anhydride]",,478.41,267.0
"Poly(4,4'-methylenediphenylene adipamide)",,308.38,356.0
"Poly(3,3'-dimethyl-4,4'-methylenediphenylene adipamide) (diamine)",,336.44,326.0
"Poly(3,3'-dimethyl-4,4'-methylenediphenylene N,N'-dibutyl-adipamide) (diamine)",,448.65,57.0
"Poly(3,3'-dimethyl-4,4'-methylenediphenylene N,N'-diethyl-adipamide) (diamine)",,392.54,79.0
"Poly(3,3'-dimethyl-4,4'-methylenediphenylene N,N'-dihexyl-adipamide) (diamine)",,504.76,45.0
"Poly(3,3'-dimethyl-4,4'-methylenediphenylene N,N'-diisoamyl-adipamide) (diamine)",,476.7,45.0
"Poly(3,3'-dimethyl-4,4'-methylenediphenylene N,N'-diisopropyl-adipamide) (diamine)",,420.6,61.0
"Poly(4,4'-methylenediphenylene N,N'-diethyl-adipamide)",,364.49,62.0
"Poly(4,4'-methylenediphenylene N,N'-dimethyl-adipamide)",,336.44,120.0
"Poly(4,4'-methylenediphenylene adipate)",,310.35,140.0
"Poly(4,4'-methylenediphenylene azelamide)",,350.46,275.0
"Poly(4,4'-methylenediphenylene azelamide)",,350.46,268.0
"Poly(4,4'-methylenediphenylene azelamide)",,350.46,290.0
"Poly(4,4'-methylenediphenylene N,N'-diethyl-azelamide)",,406.57,41.0
"Poly(4,4'-methylenediphenylene N,N'-dimethyl-azelamide)",,378.52,58.0
"Poly(3,3'-dimethyl-4,4'-methylenediphenylene carbonate)",,254.29,250.0
"Poly(diphenyl-4,4'-methylenediphenylene carbonate)",,378.43,230.0
"Poly(phenyl-4,4'-methylenediphenylene carbonate)",,302.33,215.0
"Poly[4,4'-(methylenediphenylene)-diethylene sulfide]",,254.39,108.0
"Poly(Si-tetramethyl-4,4'-methylenediphenylene disiloxanylenedipropionamide)",,440.69,90.0
"Poly(Si-tetramethyl-3,3'-dimethyl-4,4'-methylenediphenylene disiloxanylenedipropionamide) (diamine)",,454.72,265.0
"Poly[3,3'-(4,4'-methylenediphenylene-N,N'-disuccinimidediyl)-imino-4,4'- methylenediphenylene amine]",,556.62,295.0
"Poly(4,4'-methylenediphenylene isophthalamide)",,328.37,416.0
"Poly(4,4'-methylenediphenylene octadecamethylenediurea)",,534.79,225.0
"Poly(4,4'-methylenediphenylene octamethylenediurea)",,394.52,263.0
"Poly(4-methyl-3,3'-dimethyl-4,4'-methylenediphenylene m-phenylenediurea)",,400.48,307.0
"Poly(4,4'-methylenediphenylene sebacamide)",,364.49,280.0
"Poly(4,4'-methylenediphenylene sebacamide)",,364.49,270.0
"Poly(N,N'-diethyl-4,4'-methylenediphenylene sebacamide)",,420.6,32.0
"Poly(3,3'-dimethyl-4,4'-methylenediphenylene sebacamide) (diamine)",,392.54,227.0
"Poly(N,N'-dimethyl-4,4'-methylenediphenylene sebacamide)",,392.54,55.0
"Poly(4,4'-methylenediphenylene terephthalamide)",,328.37,420.0
"Poly(N,N'-dibutyl-4,4'-methylenediphenylene terephthalamide)",,440.59,195.0
"Poly(N,N'-diethyl-4,4'-methylenediphenylene terephthalamide)",,384.48,182.0
"Poly(3,3'-dimethyl-4,4'-methylenediphenylene terephthalamide) (diamine)",,356.42,380.0
"Poly(N,N'-dibutyl-3,3'-dimethyl-4,4'-methylenediphenylene terephthalamide) (diamine)",,468.64,159.0
"Poly(N,N'-diethyl-3,3'-dimethyl-4,4'-methylenediphenylene terephthalamide) (diamine)",,412.53,178.0
"Poly(N,N'-dimethyl-3,3'-dimethyl-4,4'-methylenediphenylene terephthalamide) (diamine)",,384.48,229.0
"Poly(N,N'-dipropyl-3,3'-dimethyl-4,4'-methylenediphenylene terephthalamide) (diamine)",,440.59,190.0
"Poly(N,N'-dimethyl-4,4'-methylenediphenylene terephthalamide)",,356.42,264.0
"Poly(N,N'-dipropyl-4,4'-methylenediphenylene terephthalamide)",,412.53,156.0
"Poly(4,4'-methylenediphenylene tetradecamethylenediurea)",,478.68,229.0
"Poly(N,N'-methylenediterephthalamic anhydride)",,324.29,330.0
Poly(methyleneoxynonamethylene oxide),,172.27,55.0
Poly(methyleneoxyoctadecamethylene oxide),,298.51,72.0
Poly(methyleneoxytetradecamethylene oxide),,242.4,69.0
"Poly(2,5-dimethyl-methylene p-phenylene)",,118.18,300.0
Poly(difluoromethylene sulfide),,82.07,35.0
Poly(methylenethiotetramethylene sulfide),,134.26,73.0
"Poly(1,5-naphthalene-3',3''-dimethoxy-4',4''-dibenzylidenimino isophthalate)",,556.58,220.0
"Poly(1,5-naphthalene-3',3''-dimethoxy-4',4''-dibenzylidenimino sebacate)",,592.69,180.0
"Poly(1,5-naphthalene-3',3''-dimethoxy-4',4''-dibenzylidenimino terephthalate)",,556.58,230.0
Poly(nonamethylene adipamide),,268.4,205.0
Poly(nonamethylene adipamide),,268.4,242.0
"Poly[4,4'-(nonamethylenedioxy)-diphenyleneoxy-p-xylylene oxide]",,446.59,200.0
Poly(Si-diethyl-dimethyl--nonamethylene disiloxanylenedipropionamide),,428.76,10.0
Poly(Si-tetraethyl-nonamethylene disiloxanylenedipropionamide),,456.82,10.0
Poly(nonamethylene disulfide),,190.36,55.0
Poly(nonamethylene disulfide),,190.36,60.0
Poly(nonamethylenedithiotetramethylene disulfide),,310.59,48.0
"Poly(nonamethylene N,N'-ethylenediterephthalamate)",,480.56,267.0
"Poly(nonamethylene N,N'-hexamethylene diterephthalamate)",,536.67,219.0
Poly(dodecyl-nonamethylene malonamide) (diacid),,394.64,127.0
Poly(trans-nonamethylene 4-octenediamide),II.,294.44,248.0
"Poly(2,5-nonamethlene-1,3,4-oxadiazole)",,194.28,82.0
Poly(nonamethylene oxamide-alt-nonamethylene sebacamide),,536.8,234.0
"Poly(nonamethylene N,N'-pentamethylenediterephthalamate)",,522.64,194.0
"Poly(P-methyl-nonamethylene 3,3'-phosphinylidenedibenzamide)",,426.5,141.0
"Poly(P-methyl-nonamethylene 4,4'-phosphinylidenedibenzamide)",,426.5,167.0
"Poly(P-phenyl-nonamethylene 4,4'-phosphinylidenedibenzamide)",,488.57,179.0
Poly(nonamethylene pimelamide),,282.43,196.0
Poly(3-bromo-nonamethylene pyromellitimide) (imide),,419.27,287.0
Poly(nonamethylene sebacamide),,324.51,176.0
Poly(nonamethylene sebacamide),,324.51,202.0
"Poly(nonamethylene 2,5-tetrahydrofurandipropionamide)",,338.49,149.0
"Poly(nonamethylene N,N'-tetramethylenediterephthalamate)",,508.61,259.0
Poly(nonamethylene tridecanediamide),,366.59,183.0
"Poly(nonamethylene N,N'-trimethylenediterephthalamate)",,494.59,211.0
Poly(nonamethylene undecanediamide),,338.54,196.0
Poly(nonamethylene urea),,184.28,220.0
Poly(1-nonene),,126.24,19.0
Poly(1-nonene),,126.24,22.0
"Poly[4,4'-(2,2-nonylidene)-diphenylene carbonate]",,338.47,190.0
Poly(octadecamethylene docosanediamide),,619.08,146.0
Poly(octadecamethylene dodecanediamide),,478.8,170.0
"Poly(octadecamethylene 4,4'-(ethylenedixy)-dibenzoate]",,552.77,122.0
Poly(octadecamethylene octadecanediamide),,562.97,152.0
Poly(octadecamethylene p-phenylenediacetamide),,442.69,225.0
Poly(octadecamethylene p-phenylenedipropionamide),,470.74,232.0
Poly(octadecamethylene sebacamide),,450.75,171.0
Poly(octadecamethylene terephthalamide),,414.63,255.0
Poly(octadecamethylene terephthalate),,416.6,116.0
Poly(octadecamethylene p-xylylenediurea),,472.72,226.0
Poly(octadecamethylene anhydride),,296.45,95.0
Poly(octamethylene adipamide),,254.37,250.0
Poly(octamethylene adipamide),,254.37,235.0
Poly(octamethylene adipamide),,254.37,254.0
"Poly[octamethylene N,N'-adipoyldi(6-aminocaproate)]",,482.66,140.0
"Poly(octamethylene 4,4'-biphenylenedicarboxylate)",,352.43,197.0
Poly(octamethylene decamethylenediurethane),,370.53,137.0
"Poly[4,4'-(octamethylenedicarbonyl)-diphenylene carbonate]",,380.44,175.0
"Poly[4,4'-(octamethylenedioxy)-diphenyleneoxy-p-xylylene oxide]",,432.56,220.0
Poly(Si-tetramethyl-octamethylene disiloxanylenedipropionamide),,386.68,95.0
Poly(octamethylene disulfide),,176.34,58.0
"Poly[4,4'-(2,2'-octamethylenedithiazole)-p-phenylene]",,354.53,164.0
Poly(octamethylenedithiotetramethylene disulfide),,296.56,45.0
Poly(octamethylene docosanediamide),,478.8,175.0
Poly(octamethylene dodecanediamide),,338.54,202.0
Poly(octamethylene dodecanediamide),,338.54,200.0
Poly(octamethylene dodecanediamide),,338.54,194.0
Poly(octamethylene dodecanedioate),,340.5,73.0
"Poly[octamethylene N,N'-dodecanedioyldi(p-aminobenzoate)]",,578.75,188.0
Poly(octamethylene eicosanediamide),,450.75,179.0
"Poly(octamethylene N,N'-ethylenediterephthalamate)",,466.53,282.0
"Poly(octamethylene 2,5-furandicarboxamide)",,264.32,125.0
"Poly(octamethylene N,N'-hexamethylenediterephthalamate)",,522.64,238.0
Poly(octamethylene isophthalamide),,274.36,186.0
Poly(dodecyl-octamethylene malonamide) (diacid),,380.62,125.0
Poly(octamethylene octadecanediamide),,422.7,179.0
Poly(octamethylene octamethylenedithiourea),,372.63,190.0
Poly(octamethylene octamethylenediurethane),,342.48,144.0
Poly(trans-octamethylene 4-octenediamide),,280.41,256.0
"Poly(2,5-octamethylene-1,3,4-oxadiazole)",,180.25,110.0
"Poly(2,5-octamethylene-1,3,4-oxadiazole)",,180.25,100.0
Poly(octamethylene oxamide),,198.27,276.0
Poly(octamethylene oxamide-alt-octamethylene sebacamide),,508.75,244.0
"Poly(octamethylene N,N,'-pentamethylenediterephthalamate)",,508.61,207.0
Poly(octamethylene p-phenylenediacetamide),,302.42,280.0
Poly(octamethylene p-phenylenedipropionamide),,330.47,289.0
"Poly(P-methyl-octamethylene 3,3'-phosphinylidenedibenzamide)",,412.47,158.0
"Poly(P-methyl-octamethylene 4,4'-phosphinylidenedibenzamide)",,412.47,172.0
"Poly(P-phenyl-octamethylene 4,4'-phosphinylidenedibenzamide)",,474.54,202.0
Poly(octamethylene phthalamide),,274.36,123.0
"Poly(octamethylene 2,4-pyridinedicarboxamide)",,275.35,190.0
"Poly(octamethylene 2,5-pyridinedicarboxamide)",,275.35,232.0
"Poly(octamethylene 2,6-pyridinedicarboxamide)",,275.35,192.0
"Poly(1,4-dihydro-4-oxo-octamethylene 2,6-pyridinedicarboxamide)",,291.35,86.0
"Poly(octamethylene 3,5-pyridinedicarboxiamide)",,275.35,214.0
Poly(3-bromo-octamethylene pyromellitimide) (imide),,405.25,320.0
Poly(octamethylene sebacamide),,310.48,207.0
Poly(octamethylene sebacamide),,310.48,206.0
Poly(octamethylene sebacamide),,310.48,210.0
Poly(octamethylene sebacoyldiurea),,396.53,212.0
"Poly[octamethylene N,N'-terephthaloyldi(6-aminocaproate)]",,502.65,167.0
Poly(octamethylene tetradecanediamide),,366.59,196.0
"Poly(octamethylene 2,5-tetrahydrofurandipropionamide)",,324.46,180.0
"Poly(octamethylene N,N'-tetramethylenediterephthalamate)",,494.59,276.0
Poly(octamethylene tetramethylenedithiourea),,316.53,160.0
"Poly(octamethylene 2,5-thiophenedicarboxamide)",,280.39,304.0
"Poly(1-amino-2,5-octamethylene-1,3,4-triazole) (triazole)",,194.28,258.0
"Poly(octamethylene N,N'-trimethylenediterephthalamate)",,480.56,231.0
Poly(octamethylene urea),,170.26,260.0
Poly(octamethylene p-xylylenediurea),,332.45,278.0
Poly(octamethylene p-xylylenediurethane),,334.42,196.0
"Poly(3,3-bisbromomethyl-oxacyclobutane) [3,3-bisbromomethyl-trimethylene oxide]",,243.93,220.0
"Poly(3,3-bisfluoromethyl-oxacyclobutane) [3,3-bisfluoromethyl-trimethylene oxide]",,122.12,135.0
"Poly(3,3-bishydroxymethyl-oxacyclobutane) [3,3-bishydroxymethyl-trimethylene oxide]",,118.13,280.0
"Poly(3,3-bisiodomethyl-oxacyclobutane) [3,3-bisiodomethyl-trimethylene oxide]",,337.93,290.0
Poly(3-hydroxy-oxacyclobutane) [3-hydroxy-trimethylene oxide],,74.08,166.0
"Poly(4,4'-oxydibenzoic anhydride)",,240.21,296.0
Poly(oxydiethylene adipate),,216.23,-24.0
Poly(oxydiethylene azelate),,258.31,0.0
"Poly(oxydiethylene 2,2'-dibenzoate)",,312.32,95.0
"Poly(oxydiethylene 3,3'-dibenzoate)",,312.32,75.0
"Poly(oxydiethylene 4,4'-dibenzoate)",,312.32,170.0
Poly[(oxydiethylene)-dioxydibenzoic anhydride],,328.32,190.0
"Poly[4,4'-(oxydiethylenedioxydiethylenedioxy)-diphenylene 3,3',4,4'-(carbonyldiphenylene)- tetracarboximide]",,660.64,360.0
"Poly[4,4'-(oxydiethylenedioxy)-diphenylene 3,3',4,4'-(carbonyldiphenylene)-tetracarboximide]",,572.53,402.0
"Poly(oxydiethylene 4,4'-ethylenedibenzoate)",,340.38,105.0
Poly(oxydiethylene glutarate),,202.21,-22.0
Poly(oxydiethylene hexamethylenediurethane),,274.32,120.0
Poly(oxydiethylene isophthalate),,236.22,90.0
Poly(oxydiethylene malonate),,174.15,-11.0
"Poly(oxydiethylene 4,4'-methylenedibenzoate)",,326.35,145.0
Poly(oxydiethylene oxalate),,160.13,10.0
Poly(oxydiethylene oxydiacetate),,204.18,6.0
Poly[(oxydiethylene)-oxy-p-phenylene oxide],,180.2,136.0
Poly(oxydiethylene phthalate),,236.22,11.0
Poly(oxydiethylene pimelate),,230.26,-26.0
Poly(oxydiethylene suberate),,244.29,35.0
Poly(oxydiethylene succinate),,188.18,-8.0
Poly(oxydiethylene sulfonyldivalerate),,304.34,66.0
Poly(oxydiethylene thiodivalerate),,304.4,-35.0
Poly[(oxydimethylenedioxy)-dibenzoic anhydride],,300.27,192.0
Poly(oxydipentamethylene 5-oxadodecanediamide),,384.56,102.0
Poly(oxydipentamethylene 6-oxadodecanediamide),,384.56,100.0
Poly(oxydipentamethylene 6-oxaheptadecanediamide),,454.7,128.0
Poly(oxydipentamethylene 5-oxahexadecanediamide),,440.67,122.0
Poly(oxydipentamethylene 6-oxapentadecanediamide),,426.64,117.0
Poly(oxydipentamethylene 5-oxasebacamide),,356.51,127.0
Poly(oxydipentamethylene 5-oxatetradecanediamide),,412.61,118.0
Poly(oxydipentamethylene 6-oxatridecanediamide),,398.59,106.0
Poly(oxydipentamethylene 5-oxaundecanediamide),,370.53,108.0
Poly(oxydipentamethylene oxydibutyramide),,342.48,138.0
Poly(oxydipentamethylene oxydicaproamide),,398.59,128.0
Poly(oxydipentamethylene oxydienanthamide),,426.64,129.0
Poly(oxydipentamethylene oxydipelargonamide),,482.75,129.0
Poly(oxydipentamethylene oxydivaleramide),,370.53,134.0
"Poly(3,4'-oxydiphenylene adipamide)",,310.35,225.0
"Poly(4,4'-oxydiphenylene adipamide)",,310.35,360.0
"Poly(3,4'-oxydiphenylene azelamide)",,352.43,150.0
"Poly(4,4'-oxydiphenylene azelamide)",,352.43,300.0
"Poly(4,4'-oxydiphenylene carbonate)",,228.2,235.0
"Poly(3'',3'''-dimethoxy-4,4'-oxydiphenylene-4'',4'''-dibenzylidenimino adipate)",,578.62,135.0
"Poly(3'',3'''-dimethoxy-4,4'-oxydiphenylene-4'',4'''-dibenzylidenimino isophthalate)",,598.61,185.0
"Poly(3'',3'''-dimethoxy-4,4'-oxydiphenylene-4'',4'''-dibenzylidenimino sebacate)",,634.73,140.0
"Poly(2,2'-(4,4'-oxydiphenylene-4,4'-diquinoline)-4,4'-biphenylene)",,574.68,475.0
"Poly(3,3'-diphenyl-2,2'-(4,4'-oxydiphenylene-4,4'-diquinoline)-4,4'-biphenylene)",,726.88,500.0
"Poly(4,4'-oxydiphenylenedithiodecamethylene disulfide)",,436.7,80.0
"Poly(4,4'-oxydiphenylenedithioethylene disulfide)",,324.49,158.0
"Poly(4,4'-oxydiphenylenedithiotetramethylene disulfide)",,352.54,94.0
"Poly(3,4'-oxydiphenylene dodecanediamide)",,394.52,150.0
"Poly(4,4'-oxydiphenylene dodecanediamide)",,394.52,290.0
"Poly(2,2'-diethyl-4,4'-oxydiphenylene m-phenylenediketone)",,356.42,242.0
"Poly(2,6-diisopropyl-4,4'-oxydiphenylene m-phenylenediketone)",,384.48,185.0
"Poly(2-ethyl-2'-isopropyl-4,4'-oxydiphenylene m-phenylenediketone)",,370.45,228.0
"Poly(2-isopropyl-2'-methyl-4,4'-oxydiphenylene m-phenylenediketone)",,356.42,220.0
"Poly(2-isopropyl-2'-methyl-4,4'-oxydiphenylene p-phenylenediketone)",,356.42,262.0
